Seccion,Municipio,Nominal_2021,Proyeccion_Nominal_2027,Morena_2021,Oposicion_2021,Participacion_2021_Pct,Votos_Esperados_Totales_2027,Votos_Necesarios_50_Mas_1_2027,Clasificacion,Coordinador_Estatal,Coordinador_Distrital,Coordinador_Municipal,Coordinadores_De_Brigada_Requeridos,Brigadistas_Requeridos,Coordinadores_Seccionales_Requeridos,Protagonistas_Movilizadores_Requeridos,Votos_Nivel_1_Requeridos
876,Cajeme,684,615,161,53,37.9%,232,117,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Centro),1,1,2,12,117
877,Cajeme,859,788,199,59,36.2%,285,143,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Valle),1,1,2,15,143
878,Cajeme,640,576,172,84,47.2%,271,136,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Periferia),1,1,2,14,136
879,Cajeme,697,627,201,104,48.5%,304,153,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Centro),1,1,2,16,153
880,Cajeme,902,848,224,112,45.0%,381,191,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Valle),1,1,2,20,191
881,Cajeme,1141,1095,309,170,49.3%,540,271,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Periferia),1,1,3,28,271
882,Cajeme,1168,1063,336,159,48.5%,516,259,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Centro),1,1,3,26,259
883,Cajeme,1555,1445,383,200,45.3%,655,328,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Valle),1,1,4,33,328
884,Cajeme,1629,1538,399,203,44.8%,689,345,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Periferia),1,1,4,35,345
885,Cajeme,963,866,233,104,43.3%,374,188,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Centro),1,1,2,19,188
886,Cajeme,770,693,217,81,44.0%,305,153,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Valle),1,1,2,16,153
887,Cajeme,7569,9388,1450,677,33.4%,3136,1569,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Periferia),1,4,16,157,1569
888,Cajeme,2033,1829,503,154,36.7%,671,336,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Centro),1,1,4,34,336
889,Cajeme,1261,1134,321,108,39.7%,450,226,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Valle),1,1,3,23,226
890,Cajeme,1075,967,255,109,40.7%,393,197,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Periferia),1,1,2,20,197
891,Cajeme,698,639,193,66,46.1%,294,148,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Centro),1,1,2,15,148
892,Cajeme,776,784,253,53,45.5%,356,179,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Valle),1,1,2,18,179
893,Cajeme,688,619,147,69,36.2%,224,113,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Periferia),1,1,2,12,113
894,Cajeme,1138,1074,256,141,41.6%,446,224,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Centro),1,1,3,23,224
895,Cajeme,789,710,186,95,43.6%,309,155,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Valle),1,1,2,16,155
896,Cajeme,1251,1125,314,127,43.3%,487,244,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Periferia),1,1,3,25,244
897,Cajeme,1098,1026,233,129,41.2%,422,212,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Centro),1,1,3,22,212
898,Cajeme,844,759,226,114,46.8%,355,178,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Valle),1,1,2,18,178
899,Cajeme,984,885,231,123,43.0%,380,191,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Periferia),1,1,2,20,191
900,Cajeme,699,655,215,75,47.1%,308,155,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Centro),1,1,2,16,155
901,Cajeme,5449,6450,1112,410,42.8%,2760,1381,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Valle),1,3,14,139,1381
902,Cajeme,879,791,236,61,40.3%,318,160,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Periferia),1,1,2,16,160
903,Cajeme,1559,1687,279,114,31.7%,534,268,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Centro),1,1,3,27,268
904,Cajeme,2204,2755,416,164,31.2%,860,431,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Valle),1,1,5,44,431
905,Cajeme,813,731,204,62,40.2%,294,148,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Periferia),1,1,2,15,148
906,Cajeme,1647,1482,387,106,36.2%,536,269,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Centro),1,1,3,27,269
907,Cajeme,2471,2637,584,454,48.3%,1273,637,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Valle),1,2,7,64,637
908,Cajeme,1999,1871,436,174,35.6%,666,334,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Periferia),1,1,4,34,334
909,Cajeme,1942,1931,462,209,41.2%,795,398,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Centro),1,1,4,40,398
910,Cajeme,4269,4357,825,330,32.4%,1412,707,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Valle),1,2,8,71,707
911,Cajeme,4878,6037,855,357,29.5%,1782,892,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Periferia),1,2,9,90,892
912,Cajeme,4333,4549,845,381,35.5%,1616,809,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Centro),1,2,9,81,809
913,Cajeme,1054,948,277,95,39.5%,374,188,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Valle),1,1,2,19,188
914,Cajeme,935,841,213,66,35.5%,298,150,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Periferia),1,1,2,15,150
915,Cajeme,2776,2634,532,227,32.1%,845,423,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Centro),1,1,5,43,423
916,Cajeme,3905,4048,813,442,37.7%,1527,764,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Valle),1,2,8,77,764
917,Cajeme,794,714,184,132,48.1%,343,172,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Periferia),1,1,2,18,172
918,Cajeme,693,623,150,65,36.7%,228,115,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Centro),1,1,2,12,115
919,Cajeme,2469,2222,496,149,32.3%,717,359,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Valle),1,1,4,36,359
920,Cajeme,2334,2100,412,130,27.6%,580,291,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Periferia),1,1,3,30,291
921,Cajeme,1036,932,225,53,33.3%,310,156,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Centro),1,1,2,16,156
922,Cajeme,1166,1075,306,165,47.8%,513,257,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Valle),1,1,3,26,257
923,Cajeme,911,839,216,140,47.0%,394,198,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Periferia),1,1,2,20,198
924,Cajeme,1296,1232,298,133,40.3%,496,249,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Centro),1,1,3,25,249
925,Cajeme,945,871,291,117,50.3%,437,219,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Valle),1,1,3,22,219
926,Cajeme,900,848,256,83,45.0%,381,191,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Periferia),1,1,2,20,191
927,Cajeme,861,774,219,52,38.3%,296,149,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Centro),1,1,2,15,149
928,Cajeme,1517,1365,322,82,31.3%,427,214,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Valle),1,1,3,22,214
929,Cajeme,1059,979,302,134,48.5%,475,238,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Periferia),1,1,3,24,238
930,Cajeme,1229,1110,290,151,43.0%,477,239,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Centro),1,1,3,24,239
931,Cajeme,931,837,249,115,46.9%,392,197,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Valle),1,1,2,20,197
932,Cajeme,958,862,239,102,42.6%,367,184,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Periferia),1,1,2,19,184
933,Cajeme,345,310,70,30,36.5%,113,57,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Centro),1,1,1,6,57
934,Cajeme,463,486,167,65,58.1%,282,142,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Valle),1,1,2,15,142
935,Cajeme,700,630,213,37,39.9%,251,126,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Periferia),1,1,2,13,126
936,Cajeme,2173,1955,600,88,36.4%,712,357,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Centro),1,1,4,36,357
937,Cajeme,1594,1496,365,162,38.4%,574,288,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Valle),1,1,3,29,288
938,Cajeme,770,693,188,30,32.7%,226,114,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Periferia),1,1,2,12,114
939,Cajeme,1231,1107,244,88,34.3%,379,190,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Centro),1,1,2,19,190
940,Cajeme,1331,1197,345,137,41.9%,501,251,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Valle),1,1,3,26,251
941,Cajeme,821,745,183,77,37.0%,275,138,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Periferia),1,1,2,14,138
942,Cajeme,1475,1327,260,124,32.3%,428,215,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Centro),1,1,3,22,215
943,Cajeme,1176,1058,254,105,36.4%,385,193,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Valle),1,1,2,20,193
944,Cajeme,802,721,193,77,39.4%,284,143,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Periferia),1,1,2,15,143
945,Cajeme,3063,2893,557,231,31.0%,895,448,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Centro),1,1,5,45,448
946,Cajeme,806,725,190,83,39.1%,283,142,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Valle),1,1,2,15,142
947,Cajeme,1259,1133,305,153,41.5%,469,235,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Periferia),1,1,3,24,235
948,Cajeme,1193,1073,217,108,34.3%,367,184,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Centro),1,1,2,19,184
949,Cajeme,5536,5581,1081,633,36.8%,2052,1027,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Valle),1,3,11,103,1027
950,Cajeme,907,845,234,114,45.8%,386,194,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Periferia),1,1,2,20,194
951,Cajeme,13819,14363,2358,1370,32.3%,4641,2321,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Centro),1,5,24,233,2321
952,Cajeme,1635,2043,279,330,43.5%,889,445,Competida / Crítica,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Valle),1,1,5,45,445
953,Cajeme,481,432,133,40,41.6%,179,90,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Periferia),1,1,1,9,90
954,Cajeme,1205,1158,349,140,46.4%,537,269,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Centro),1,1,3,27,269
955,Cajeme,873,785,105,39,24.6%,193,97,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Valle),1,1,1,10,97
956,Cajeme,11908,14885,2201,1779,38.5%,5726,2864,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Periferia),2,6,29,287,2864
957,Cajeme,1181,1062,305,104,39.6%,420,211,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Centro),1,1,3,22,211
958,Cajeme,1367,1230,302,165,38.0%,467,234,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Valle),1,1,3,24,234
959,Cajeme,1091,981,283,151,44.8%,439,220,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Periferia),1,1,3,22,220
960,Cajeme,1154,1065,337,109,45.7%,486,244,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Centro),1,1,3,25,244
961,Cajeme,1122,1009,344,91,43.5%,438,220,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Valle),1,1,3,22,220
962,Cajeme,1068,995,239,139,41.1%,408,205,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Periferia),1,1,3,21,205
963,Cajeme,1072,1340,285,74,38.6%,517,259,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Centro),1,1,3,26,259
964,Cajeme,1609,1566,404,251,43.5%,681,341,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Valle),1,1,4,35,341
965,Cajeme,880,792,281,87,45.9%,363,182,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Periferia),1,1,2,19,182
966,Cajeme,2671,2403,650,177,34.5%,828,415,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Centro),1,1,5,42,415
967,Cajeme,1287,1158,147,41,16.8%,194,98,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Valle),1,1,1,10,98
968,Cajeme,1015,913,257,95,39.1%,357,179,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Periferia),1,1,2,18,179
969,Cajeme,948,867,260,87,42.3%,366,184,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Centro),1,1,2,19,184
970,Cajeme,852,766,258,59,41.9%,320,161,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Valle),1,1,2,17,161
971,Cajeme,1421,1278,336,115,36.6%,467,234,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Periferia),1,1,3,24,234
972,Cajeme,875,787,234,64,38.1%,299,150,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Centro),1,1,2,15,150
973,Cajeme,1235,1111,256,100,33.4%,370,186,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Valle),1,1,2,19,186
974,Cajeme,1837,1660,444,93,33.0%,547,274,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Periferia),1,1,3,28,274
975,Cajeme,1364,1227,329,103,36.5%,447,224,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Centro),1,1,3,23,224
976,Cajeme,1740,1566,229,96,24.1%,377,189,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Valle),1,1,2,19,189
977,Cajeme,1556,1487,428,144,42.8%,636,319,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Periferia),1,1,4,32,319
978,Cajeme,1357,1221,315,116,35.7%,435,218,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Centro),1,1,3,22,218
979,Cajeme,826,743,214,99,44.7%,331,166,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Valle),1,1,2,17,166
980,Cajeme,975,877,257,74,38.4%,336,169,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Periferia),1,1,2,17,169
981,Cajeme,800,720,252,37,39.6%,285,143,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Centro),1,1,2,15,143
982,Cajeme,720,651,219,35,41.1%,267,134,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Valle),1,1,2,14,134
983,Cajeme,1060,954,267,90,38.1%,363,182,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Periferia),1,1,2,19,182
984,Cajeme,615,553,204,75,52.4%,289,145,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Centro),1,1,2,15,145
985,Cajeme,520,468,136,50,39.4%,184,93,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Valle),1,1,1,10,93
986,Cajeme,1059,953,261,69,35.3%,336,169,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Periferia),1,1,2,17,169
987,Cajeme,885,796,268,70,43.5%,346,174,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Centro),1,1,2,18,174
988,Cajeme,346,311,83,19,32.1%,99,50,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Valle),1,1,1,5,50
989,Cajeme,275,247,89,3,41.5%,102,52,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Periferia),1,1,1,6,52
990,Cajeme,347,331,118,25,46.1%,152,77,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Centro),1,1,1,8,77
991,Cajeme,2126,1913,592,150,40.0%,764,383,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 6,Coordinador Municipal Cajeme (Valle),1,1,4,39,383
992,Empalme,1329,1471,369,191,51.5%,757,379,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal Genérico,Coordinador Municipal Empalme,1,1,4,38,379
993,Empalme,998,898,241,101,36.8%,330,166,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal Genérico,Coordinador Municipal Empalme,1,1,2,17,166
994,Empalme,1351,1215,321,118,37.2%,452,227,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal Genérico,Coordinador Municipal Empalme,1,1,3,23,227
995,Empalme,1248,1123,307,81,34.9%,391,196,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal Genérico,Coordinador Municipal Empalme,1,1,2,20,196
